lon,lat
-83.82879,30.85844
-83.828844,30.717651
-83.82892,30.84209
-83.829025,30.84028
-83.82922,30.84099
-83.8292,30.67858
-83.82926,30.76761
-83.82929,30.87852
-83.82933,30.69782
-83.82947,30.68664
-83.8295,30.87524
-83.82966,30.78447
-83.82967,30.84017
-83.82973,30.7546
-83.829773,30.745885
-83.82987,30.68712
-83.829944,30.756209
-83.83007,30.86021
-83.83039,30.83672
-83.83048,30.69645
-83.83062,30.83432
-83.83129,30.83435
-83.83183,30.77203
-83.83192,30.83436
-83.83202,30.83609
-83.83214,30.87421
-83.83241,30.69872
-83.83253,30.75732
-83.83257,30.671258
-83.83268,30.69411
-83.83292,30.86148
-83.83302,30.75761
-83.83308,30.76791
-83.83317,30.69553
-83.833266,30.696296
-83.833891,30.837257
-83.834349,30.83573
-83.83453,30.76497
-83.83463,30.69523
-83.834651,30.769225
-83.83466,30.69581
-83.83472,30.760911
-83.83498,30.76611
-83.83521,30.75834
-83.83529,30.75768
-83.83543,30.69381
-83.83546,30.67769
-83.83558,30.75918
-83.83602,30.7625
-83.83615,30.6936
-83.83615,30.69362
-83.83617,30.76316
-83.83631,30.76057
-83.83647,30.76189
-83.836599,30.763428
-83.83687,30.80993
-83.836992,30.769428
-83.83706,30.69332
-83.8374,30.87751
-83.83764,30.80994
-83.837662,30.709876
-83.837882,30.709548
-83.837896,30.710033
-83.83808,30.69632
-83.83828,30.69353
-83.83851,30.77
-83.83871,30.69414
-83.838902,30.824044
-83.83913,30.82357
-83.83915,30.823625
-83.83934,30.70445
-83.83963,30.82185
-83.839689,30.822777
-83.84052,30.80985
-83.84166,30.86146
-83.842848,30.746812
-83.84332,30.85946
-83.84361,30.86077
-83.84362,30.86172
-83.84396,30.85782
-83.843989,30.746803
-83.844005,30.746602
-83.84402,30.77462
-83.84411,30.85329
-83.8441,30.85329
-83.84421,30.85906
-83.8443,30.77542
-83.84433,30.8559
-83.84434,30.85155
-83.84438,30.85089
-83.84446,30.85882
-83.84455,30.69629
-83.84481,30.6924
-83.84493,30.85248
-83.84522,30.85426
-83.84523,30.85485
-83.84536,30.85546
-83.84543,30.81724
-83.84576,30.69
-83.846123,30.782427
-83.84615,30.81693
-83.84629,30.853
-83.8463,30.8557
-83.84639,30.85342
-83.846502,30.81035
-83.84685,30.85247
-83.84802,30.67907
-83.84822,30.84548
-83.84845,30.85528
-83.84887,30.69116
-83.8489,30.812387
-83.84966,30.69927
-83.849753,30.690749
-83.84994,30.68173
-83.85016,30.85162
-83.85027,30.81264
-83.85128,30.8529
-83.72023,30.82823
-83.720305,30.793555
-83.72124,30.86478
-83.721746,30.830511
-83.72248,30.84707
-83.85508,30.66864
-83.85525,30.68119
-83.85713,30.6719
-83.85717,30.66859
-83.859332,30.721475
-83.8606,30.76161
-83.86065,30.67643
-83.86067,30.76026
-83.86127,30.75782
-83.86157,30.75945
-83.862167,30.752517
-83.86217,30.75252
-83.86223,30.75902
-83.8626,30.75883
-83.86309,30.75825
-83.86376,30.75856
-83.863847,30.757452
-83.86409,30.75638
-83.86513,30.75531
-83.86701,30.77706
-83.86701,30.77707
-83.868113,30.753051
-83.86835,30.75475
-83.869383,30.756807
-83.86993,30.75765
-83.870247,30.729934
-83.87057,30.75632
-83.871111,30.727911
-83.87128,30.75756
-83.87143,30.75221
-83.87215,30.75186
-83.872614,30.75664
-83.8726,30.75758
-83.872676,30.756642
-83.8748,30.75578
-83.87592,30.75638
-83.87607,30.73144
-83.87636,30.73138
-83.876366,30.756932
-83.87693,30.73168
-83.885233,30.702921
-83.886629,30.678684
-83.886629,30.679004
-83.888208,30.700299
-83.91294,30.67991
-83.852765,30.681918
-83.85322,30.68221
-83.853,30.68238
-83.854033,30.670628
-83.74089,30.85042
-83.74089,30.85042
-83.81008,30.83398
-83.81008,30.83398
-83.745213,30.754627
-83.745213,30.754627
-83.83449,30.76262
-83.83449,30.76262
-83.83449,30.76262
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.80434,30.85436
-83.80434,30.85436
-83.74578,30.76766
-83.74578,30.76766
-83.82811,30.67033
-83.82811,30.67033
-83.82811,30.67033
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.76606,30.80762
-83.76606,30.80762
-83.78323,30.90879
-83.78323,30.90879
-83.717251,30.790681
-83.717251,30.790681
-83.717251,30.790681
-83.79817,30.82362
-83.79817,30.82362
-83.83543,30.76795
-83.83543,30.76795
-83.83543,30.76795
-83.83543,30.76795
-83.80072,30.87322
-83.80072,30.87322
-83.765577,30.833565
-83.765577,30.833565
-83.78158,30.80929
-83.78158,30.80929
-83.85115,30.85441
-83.85115,30.85441
-83.80865,30.8545
-83.80865,30.8545
-83.83548,30.75918
-83.83548,30.75918
-83.84803,30.85427
-83.84803,30.85427
-83.84426,30.84904
-83.84426,30.84904
-83.84426,30.84904
-83.74349,30.85167
-83.74349,30.85167
-83.74349,30.85167
-83.81661,30.67958
-83.81661,30.67958
-83.77452,30.76571
-83.77452,30.76571
-83.84117,30.75464
-83.84117,30.75464
-83.84416,30.84755
-83.84416,30.84755
-83.734433,30.89057
-83.734433,30.89057
-83.747281,30.869526
-83.747281,30.869526
-83.763365,30.835992
-83.763365,30.835992
-83.79817,30.798
-83.79817,30.798
-83.74525,30.8378
-83.74525,30.8378
-83.74525,30.8378
-83.862916,30.705437
-83.862916,30.705437
-83.862916,30.705437
-83.862916,30.705437
-83.862916,30.705437
-83.747263,30.870364
-83.747263,30.870364
-83.82038,30.80911
-83.82038,30.80911
-83.76,30.84839
-83.76,30.84839
-83.84478,30.80989
-83.84478,30.80989
-83.84478,30.80989
-83.805559,30.893938
-83.805559,30.893938
-83.79817,30.797247
-83.79817,30.797247
-83.78128,30.86872
-83.78128,30.86872
-83.73023,30.793899
-83.73023,30.793899
-83.761786,30.885095
-83.761786,30.885095
-83.71461,30.8299
-83.71684,30.86002
-83.717251,30.790681
-83.719463,30.793544
-83.719463,30.793544
-83.7361,30.73716
-83.746341,30.767683
-83.74825,30.83786
-83.74825,30.83786
-83.761786,30.885095
-83.77056,30.76455
-83.78009,30.82229
-83.78425,30.76957
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.78435,30.78799
-83.79258,30.79427
-83.79836,30.83001
-83.80108,30.79261
-83.80113,30.79397
-83.80115,30.69419
-83.8012,30.79545
-83.809163,30.798768
-83.82039,30.85131
-83.823548,30.857652
-83.82672,30.73764
-83.83548,30.75918
-83.83858,30.86084
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.847541,30.679835
-83.84763,30.67467
-83.86218,30.76291
-85.556173,37.733305
-85.556464,37.733588
-85.556663,37.729141
-85.558797,37.738466
-85.561777,37.734159
-85.562012,37.728281
-85.562759,37.750664
-85.56305,37.750397
-85.563509,37.750272
-85.564318,37.734315
-85.564433,37.734272
-85.56449,37.748466
-85.565035,37.7465
-85.56504,37.73315
-85.56523,37.745177
-85.56549,37.73192
-85.56616,37.73336
-85.56693,37.73107
-85.56774,37.7324
-85.567825,37.736049
-85.567837,37.734374
-85.567885,37.733784
-85.567999,37.732994
-85.568012,37.735102
-85.568034,37.732214
-85.568523,37.720061
-85.56875,37.73022
-85.56985,37.73223
-85.56997,37.7382
-85.57013,37.73539
-85.57022,37.73474
-85.57034,37.74131
-85.57042,37.73313
-85.5707,37.73069
-85.570922,37.735778
-85.57093,37.73787
-85.57105,37.73235
-85.57114,37.73602
-85.57135,37.73817
-85.571394,37.726732
-85.57161,37.73366
-85.57171,37.7324
-85.5717,37.73862
-85.57199,37.73296
-85.572106,37.74151
-85.5721,37.73382
-85.57222,37.73451
-85.57229,37.73744
-85.57242,37.73175
-85.57286,37.73326
-85.573099,37.746921
-85.57323,37.7392
-85.573236,37.728807
-85.573459,37.727526
-85.573519,37.713368
-85.57354,37.73137
-85.57354,37.73266
-85.573785,37.723998
-85.57379,37.7342
-85.57389,37.74008
-85.57419,37.723782
-85.574198,37.723725
-85.574247,37.725872
-85.574263,37.72416
-85.57429,37.73817
-85.574553,37.723313
-85.57459,37.72952
-85.575033,37.724225
-85.57518,37.73714
-85.57533,37.73336
-85.57578,37.73068
-85.57605,37.73535
-85.576271,37.722386
-85.57628,37.74152
-85.576344,37.725165
-85.57638,37.73349
-85.57661,37.73079
-85.5767,37.73982
-85.57734,37.73352
-85.57746,37.731
-85.57799,37.73795
-85.578153,37.725208
-85.57823,37.73329
-85.57827,37.7315
-85.578292,37.707583
-85.578381,37.722627
-85.57845,37.73439
-85.5786,37.73666
-85.578671,37.721432
-85.578673,37.700658
-85.579414,37.717407
-85.579471,37.720733
-85.579526,37.690024
-85.579595,37.718695
-85.579668,37.716303
-85.579947,37.714612
-85.57999,37.73512
-85.580068,37.715202
-85.580564,37.714914
-85.580681,37.697788
-85.58109,37.702527
-85.581129,37.701963
-85.581139,37.709484
-85.58114,37.73568
-85.58133,37.692239
-85.581442,37.714075
-85.58148,37.71407
-85.581506,37.708153
-85.581557,37.714059
-85.581701,37.713833
-85.581776,37.71463
-85.58192,37.73641
-85.582021,37.689671
-85.582119,37.709149
-85.582139,37.70805
-85.582251,37.687169
-85.58236,37.7406
-85.582424,37.714512
-85.582519,37.71361
-85.582574,37.711631
-85.582625,37.711916
-85.582684,37.712241
-85.582776,37.713671
-85.582847,37.68729
