lon,lat,count
-83.787402,30.784257,1
-83.78743,30.78645,1
-83.78745,30.79613,1
-83.78748,30.91582,1
-83.7876,30.78916,1
-83.78771,30.76466,1
-83.7877,30.7992,1
-83.78782,30.78769,1
-83.78783,30.78975,1
-83.78784,30.7916,1
-83.78793,30.788,1
-83.78793,30.78845,1
-83.78799,30.79939,1
-83.78802,30.78708,1
-83.78808,30.79915,1
-83.78811,30.79125,1
-83.78813,30.78971,1
-83.78815,30.78773,1
-83.7883,30.79099,1
-83.78841,30.78914,1
-83.78845,30.78986,1
-83.78856,30.88134,1
-83.78858,30.78807,1
-83.78862,30.78778,1
-83.7886,30.78864,1
-83.78871,30.78714,1
-83.788733,30.901896,1
-83.78875,30.79687,1
-83.78882,30.78528,1
-83.78886,30.79153,1
-83.78888,30.78445,1
-83.78889,30.8555,1
-83.78891,30.79831,1
-83.78894,30.79049,1
-83.78905,30.79083,1
-83.78917,30.79708,1
-83.78917,30.7975,1
-83.7892,30.79608,1
-83.78925,30.78947,1
-83.78926,30.79052,1
-83.78926,30.84981,1
-83.78929,30.78918,1
-83.789,30.7912,1
-83.789386,30.785991,1
-83.78946,30.78813,1
-83.78946,30.89826,1
-83.7895,30.78785,1
-83.78955,30.78721,1
-83.78964,30.78644,1
-83.78964,30.90172,1
-83.78967,30.78555,1
-83.78967,30.786,1
-83.78967,30.91246,1
-83.789808,30.791701,1
-83.7898,30.78419,1
-83.7898,30.875144,1
-83.789918,30.895687,1
-83.79013,30.89742,1
-83.79015,30.78791,1
-83.79018,30.79552,1
-83.79019,30.79533,1
-83.79022,30.79818,1
-83.79028,30.90276,1
-83.79029,30.78662,1
-83.79035,30.78741,1
-83.79039,30.7871,1
-83.79041,30.79402,1
-83.79041,30.79648,1
-83.79071,30.7906,1
-83.790768,30.796599,1
-83.79081,30.79754,1
-83.79081,30.85719,1
-83.7909,30.78856,1
-83.79095,30.78827,1
-83.79111,30.79169,1
-83.7911,30.8922,1
-83.79113,30.79135,1
-83.79118,30.78888,1
-83.79119,30.78657,1
-83.79125,30.79063,1
-83.79128,30.78534,1
-83.791,30.78798,1
-83.79138,30.78467,1
-83.791471,30.794614,1
-83.79148,30.78407,1
-83.79157,30.78831,1
-83.79159,30.78341,1
-83.79162,30.79748,1
-83.7916,30.89156,1
-83.79165,30.90005,1
-83.79167,30.78286,1
-83.79174,30.78612,1
-83.79182,30.78668,1
-83.7918,30.79114,1
-83.79188,30.87842,1
-83.79192,30.79279,1
-83.79194,30.78583,1
-83.79198,30.78554,1
-83.79201,30.91244,1
-83.79202,30.78522,1
-83.79206,30.78612,1
-83.79208,30.784781,1
-83.79211,30.88827,1
-83.79212,30.77188,1
-83.7921,30.7908,1
-83.79216,30.79039,1
-83.79216,30.84274,1
-83.792193,30.784043,1
-83.79222,30.79007,1
-83.79225,30.78978,1
-83.792311,30.91098,1
-83.79248,30.78766,1
-83.79248,30.910983,1
-83.79253,30.78817,1
-83.79258,30.78199,1
-83.79258,30.78712,1
-83.792611,30.783058,1
-83.79266,30.78634,1
-83.792695,30.794724,1
-83.79271,30.78873,1
-83.792721,30.784815,1
-83.79278,30.7928,1
-83.79283,30.78523,1
-83.79284,30.79913,1
-83.79301,30.79167,1
-83.79317,30.88605,1
-83.79317,30.88608,1
-83.793195,30.78446,1
-83.79323,30.7829,1
-83.79327,30.79282,1
-83.79343,30.89235,1
-83.79357,30.79284,1
-83.79357,30.85532,1
-83.79358,30.79763,1
-83.79369,30.89016,1
-83.793786,30.800904,1
-83.79382,30.79725,1
-83.79383,30.78553,1
-83.79397,30.78639,1
-83.79399,30.79298,1
-83.794086,30.911013,1
-83.79417,30.88565,1
-83.79418,30.91381,1
-83.794265,30.793565,1
-83.79449,30.88982,1
-83.794653,30.813823,1
-83.795011,30.796959,1
-83.79501,30.8842,1
-83.79506,30.79448,1
-83.79506,30.89152,1
-83.79517,30.79682,1
-83.795212,30.911034,1
-83.79524,30.87724,1
-83.79529,30.81555,1
-83.79531,30.88599,1
-83.795325,30.911036,1
-83.79539,30.79062,1
-83.795409,30.862651,1
-83.79543,30.79494,1
-83.795595,30.859983,1
-83.79563,30.91191,1
-83.79579,30.86467,1
-83.79587,30.79739,1
-83.79592,30.79331,1
-83.79617,30.80908,1
-83.796193,30.892627,1
-83.79624,30.78507,1
-83.796274,30.800738,1
-83.796,30.87426,1
-83.79634,30.78168,1
-83.79659,30.79254,1
-83.79683,30.91306,1
-83.79687,30.83914,1
-83.79691,30.78223,1
-83.79691,30.78244,1
-83.7969,30.78393,1
-83.796934,30.797103,1
-83.79694,30.7817,1
-83.79698,30.91586,1
-83.79707,30.78273,1
-83.797078,30.800408,1
-83.79714,30.86411,1
-83.79724,30.88043,1
-83.7973,30.79473,1
-83.79735,30.86386,1
-83.797398,30.862496,1
-83.79741,30.91458,1
-83.7974,30.88447,1
-83.79744,30.79355,1
-83.79755,30.78351,1
-83.79757,30.78224,1
-83.79762,30.79478,1
-83.79766,30.79459,1
-83.79766,30.87771,1
-83.79766,30.87772,1
-83.79776,30.87247,1
-83.79778,30.86459,1
-83.79778,30.87212,1
-83.79779,30.79797,1
-83.797919,30.910862,1
-83.79793,30.9121,1
-83.79796,30.86405,1
-83.79797,30.8768,1
-83.797985,30.795232,1
-83.79801,30.79482,1
-83.79803,30.91405,1
-83.79804,30.82512,1
-83.7981,30.82196,1
-83.7981,30.82267,1
-83.79819,30.78291,1
-83.79822,30.91236,1
-83.798243,30.795272,1
-83.79825,30.86522,1
-83.79826,30.83982,1
-83.79827,30.86486,1
-83.79827,30.86616,1
-83.798277,30.794658,1
-83.79828,30.78232,1
-83.79833,30.83037,1
-83.79835,30.83067,1
-83.79836,30.8296,1
-83.79836,30.84359,1
-83.79837,30.83278,1
-83.79848,30.83841,1
-83.798508,30.783339,1
-83.79854,30.83781,1
-83.798656,30.795311,1
-83.79877,30.78173,1
-83.79879,30.87633,1
-83.79881,30.79805,1
-83.79885,30.78265,1
-83.79889,30.8753,1
-83.79894,30.79372,1
-83.798957,30.84356,1
-83.79907,30.86115,1
-83.79913,30.87424,1
-83.799175,30.883099,1
-83.79922,30.79376,1
-83.79922,30.79496,1
-83.799,30.79764,1
-83.799,30.87579,1
-83.79935,30.84206,1
-83.79935,30.84259,1
-83.79937,30.88077,1
-83.79938,30.78222,1
-83.79938,30.8729,1
-83.799407,30.782772,1
-83.7995,30.79499,1
-83.7995,30.87658,1
-83.79955,30.87531,1
-83.799603,30.884213,1
-83.7996,30.87161,1
-83.79971,30.79275,1
-83.79971,30.8458,1
-83.7997,30.79381,1
-83.79973,30.79195,1
-83.79983,30.86971,1
-83.79995,30.78184,1
-83.80007,30.87437,1
-83.80015,30.79578,1
-83.80034,30.79704,1
-83.80042,30.79294,1
-83.80043,30.7939,1
-83.80082,30.69263,1
-83.80082,30.7963,1
-83.80082,30.79688,1
-83.800839,30.69531,1
-83.801024,30.696361,1
-83.80105,30.87671,1
-83.801259,30.69531,1
-83.80129,30.69539,1
-83.80132,30.87047,1
-83.8013,30.79512,1
-83.80154,30.91089,1
-83.80162,30.69546,1
-83.80166,30.79536,1
-83.80169,30.85611,1
-83.80174,30.69658,1
-83.80174,30.87355,1
-83.80176,30.87186,1
-83.801783,30.693824,1
-83.80184,30.90043,1
-83.80186,30.79406,1
-83.80195,30.79519,1
-83.801955,30.727657,1
-83.80213,30.69358,1
-83.802188,30.699909,1
-83.80247,30.89389,1
-83.80257,30.70107,1
-83.8027,30.84072,1
-83.80276,30.8366,1
-83.802839,30.701305,1
-83.80288,30.84301,1
-83.80292,30.8709,1
-83.803159,30.849803,1
-83.803209,30.738462,1
-83.80339,30.79283,1
-83.803509,30.798893,1
-83.80357,30.85655,1
-83.80383,30.87546,1
-83.80384,30.76977,1
-83.80388,30.704031,1
-83.803966,30.718177,1
-83.80405,30.88656,1
-83.80451,30.87174,1
-83.804693,30.845855,1
-83.80514,30.87301,1
-83.80514,30.89895,1
-83.80529,30.89633,1
-83.80532,30.87036,1
-83.80534,30.89569,1
-83.80536,30.89498,1
-83.80543,30.79305,1
-83.80571,30.86971,1
-83.80642,30.89719,1
-83.807449,30.798058,1
-83.80759,30.90011,1
-83.80761,30.85656,1
-83.807718,30.877447,1
-83.808114,30.743744,1
-83.80816,30.76181,1
-83.808183,30.743794,1
-83.808257,30.79745,1
-83.808382,30.877484,1
-83.808603,30.792045,1
-83.80885,30.9016,1
-83.80886,30.90372,1
-83.80917,30.87672,1
-83.80921,30.79698,1
-83.809271,30.79639,1
-83.809526,30.847284,1
-83.80975,30.76427,1
-83.8101,30.90351,1
-83.81017,30.90453,1
-83.810222,30.843081,1
-83.810237,30.818702,1
-83.81044,30.90273,1
-83.81051,30.90273,1
-83.81054,30.89974,1
-83.81079,30.86223,1
-83.8108,30.90584,1
-83.81098,30.79696,1
-83.81112,30.90858,1
-83.81134,30.79878,1
-83.81142,30.79909,1
-83.81145,30.90632,1
-83.81159,30.917191,1
-83.81169,30.8572,1
-83.811705,30.816942,1
-83.811813,30.800123,1
-83.81184,30.81096,1
-83.81188,30.90732,1
-83.81208,30.79807,1
-83.81217,30.90787,1
-83.81224,30.90787,1
-83.81226,30.83672,1
-83.81237,30.91022,1
-83.812579,30.755215,1
-83.812618,30.755131,1
-83.81266,30.90866,1
-83.81282,30.80064,1
-83.81294,30.80722,1
-83.81295,30.87704,1
-83.813087,30.918224,1
-83.81319,30.84818,1
-83.8134,30.85177,1
-83.81345,30.85415,1
-83.81347,30.79931,1
-83.81349,30.85452,1
-83.81353,30.85334,1
-83.81356,30.90949,1
-83.8136,30.750617,1
-83.8136,30.91097,1
-83.81367,30.75726,1
-83.81393,30.79667,1
-83.81396,30.86153,1
-83.814096,30.848316,1
-83.8141,30.8559,1
-83.81413,30.75091,1
-83.81414,30.8609,1
-83.81436,30.85247,1
-83.814407,30.746689,1
-83.81441,30.80165,1
-83.8144,30.84814,1
-83.81446,30.86035,1
-83.81499,30.77961,1
-83.81508,30.85988,1
-83.815167,30.845853,1
-83.81546,30.84964,1
-83.816575,30.783747,1
-83.816602,30.733795,1
-83.816955,30.803325,1
-83.817,30.80558,1
-83.81737,30.67952,1
-83.817467,30.67823,1
-83.817898,30.843165,1
-83.818262,30.730492,1
-83.818264,30.732295,1
-83.818265,30.857779,1
-83.818324,30.731396,1
-83.81974,30.85242,1
-83.81998,30.85642,1
-83.82068,30.82175,1
-83.821122,30.71191,1
-83.82118,30.751537,1
-83.82133,30.75391,1
-83.821503,30.842255,1
-83.821705,30.833791,1
-83.82171,30.8522,1
-83.82216,30.85462,1
-83.82228,30.67286,1
-83.82257,30.85356,1
-83.822641,30.857466,1
-83.82291,30.85803,1
-83.823004,30.857537,1
-83.82315,30.75283,1
-83.82324,30.80918,1
-83.823655,30.86051,1
-83.82412,30.87467,1
-83.82421,30.68402,1
-83.82451,30.808,1
-83.82475,30.85874,1
-83.825191,30.808032,1
-83.82551,30.77849,1
-83.825746,30.717947,1
-83.8258,30.68138,1
-83.8259,30.69725,1
-83.82606,30.87697,1
-83.82612,30.853,1
-83.82689,30.76761,1
-83.82689,30.76762,1
-83.82691,30.87913,1
-83.82696,30.83412,1
-83.8273,30.77933,1
-83.82769,30.7676,1
-83.82781,30.69887,1
-83.82786,30.83414,1
-83.82847,30.76761,1
-83.828566,30.745726,1
-83.82863,30.69669,1
-83.82879,30.85844,1
-83.828844,30.717651,1
-83.82892,30.84209,1
-83.829025,30.84028,1
-83.82922,30.84099,1
-83.8292,30.67858,1
-83.82926,30.76761,1
-83.82929,30.87852,1
-83.82933,30.69782,1
-83.82947,30.68664,1
-83.8295,30.87524,1
-83.82966,30.78447,1
-83.82967,30.84017,1
-83.82973,30.7546,1
-83.829773,30.745885,1
-83.82987,30.68712,1
-83.829944,30.756209,1
-83.83007,30.86021,1
-83.83039,30.83672,1
-83.83048,30.69645,1
-83.83062,30.83432,1
-83.83129,30.83435,1
-83.83183,30.77203,1
-83.83192,30.83436,1
-83.83202,30.83609,1
-83.83214,30.87421,1
-83.83241,30.69872,1
-83.83253,30.75732,1
-83.83257,30.671258,1
-83.83268,30.69411,1
-83.83292,30.86148,1
-83.83302,30.75761,1
-83.83308,30.76791,1
-83.83317,30.69553,1
-83.833266,30.696296,1
-83.833891,30.837257,1
-83.834349,30.83573,1
-83.83453,30.76497,1
-83.83463,30.69523,1
-83.834651,30.769225,1
-83.83466,30.69581,1
-83.83472,30.760911,1
-83.83498,30.76611,1
-83.83521,30.75834,1
-83.83529,30.75768,1
-83.83543,30.69381,1
-83.83546,30.67769,1
-83.83558,30.75918,1
-83.83602,30.7625,1
-83.83615,30.6936,1
-83.83615,30.69362,1
-83.83617,30.76316,1
-83.83631,30.76057,1
-83.83647,30.76189,1
-83.836599,30.763428,1
-83.83687,30.80993,1
-83.836992,30.769428,1
-83.83706,30.69332,1
-83.8374,30.87751,1
-83.83764,30.80994,1
-83.837662,30.709876,1
-83.837882,30.709548,1
-83.837896,30.710033,1
-83.83808,30.69632,1
-83.83828,30.69353,1
-83.83851,30.77,1
-83.83871,30.69414,1
-83.838902,30.824044,1
-83.83913,30.82357,1
-83.83915,30.823625,1
-83.83934,30.70445,1
-83.83963,30.82185,1
-83.839689,30.822777,1
-83.84052,30.80985,1
-83.84166,30.86146,1
-83.842848,30.746812,1
-83.84332,30.85946,1
-83.84361,30.86077,1
-83.84362,30.86172,1
-83.84396,30.85782,1
-83.843989,30.746803,1
-83.844005,30.746602,1
-83.84402,30.77462,1
-83.84411,30.85329,1
-83.8441,30.85329,1
-83.84421,30.85906,1
-83.8443,30.77542,1
-83.84433,30.8559,1
-83.84434,30.85155,1
-83.84438,30.85089,1
-83.84446,30.85882,1
-83.84455,30.69629,1
-83.84481,30.6924,1
-83.84493,30.85248,1
-83.84522,30.85426,1
-83.84523,30.85485,1
-83.84536,30.85546,1
-83.84543,30.81724,1
-83.84576,30.69,1
-83.846123,30.782427,1
-83.84615,30.81693,1
-83.84629,30.853,1
-83.8463,30.8557,1
-83.84639,30.85342,1
-83.846502,30.81035,1
-83.84685,30.85247,1
-83.84802,30.67907,1
-83.84822,30.84548,1
-83.84845,30.85528,1
-83.84887,30.69116,1
-83.8489,30.812387,1
-83.84966,30.69927,1
-83.849753,30.690749,1
-83.84994,30.68173,1
-83.85016,30.85162,1
-83.85027,30.81264,1
-83.85128,30.8529,1
-83.72023,30.82823,1
-83.720305,30.793555,1
-83.72124,30.86478,1
-83.721746,30.830511,1
-83.72248,30.84707,1
-83.85508,30.66864,1
-83.85525,30.68119,1
-83.85713,30.6719,1
-83.85717,30.66859,1
-83.859332,30.721475,1
-83.8606,30.76161,1
-83.86065,30.67643,1
-83.86067,30.76026,1
-83.86127,30.75782,1
-83.86157,30.75945,1
-83.862167,30.752517,1
-83.86217,30.75252,1
-83.86223,30.75902,1
-83.8626,30.75883,1
-83.86309,30.75825,1
-83.86376,30.75856,1
-83.863847,30.757452,1
-83.86409,30.75638,1
-83.86513,30.75531,1
-83.86701,30.77706,1
-83.86701,30.77707,1
-83.868113,30.753051,1
-83.86835,30.75475,1
-83.869383,30.756807,1
-83.86993,30.75765,1
-83.870247,30.729934,1
-83.87057,30.75632,1
-83.871111,30.727911,1
-83.87128,30.75756,1
-83.87143,30.75221,1
-83.87215,30.75186,1
-83.872614,30.75664,1
-83.8726,30.75758,1
-83.872676,30.756642,1
-83.8748,30.75578,1
-83.87592,30.75638,1
-83.87607,30.73144,1
-83.87636,30.73138,1
-83.876366,30.756932,1
-83.87693,30.73168,1
-83.885233,30.702921,1
-83.886629,30.678684,1
-83.886629,30.679004,1
-83.888208,30.700299,1
-83.91294,30.67991,1
-83.852765,30.681918,1
-83.85322,30.68221,1
-83.853,30.68238,1
-83.854033,30.670628,1
-83.74089,30.85042,1
-83.74089,30.85042,1
-83.81008,30.83398,1
-83.81008,30.83398,1
-83.745213,30.754627,1
-83.745213,30.754627,1
-83.83449,30.76262,1
-83.83449,30.76262,1
-83.83449,30.76262,1
-83.847541,30.679835,1
-83.847541,30.679835,1
-83.847541,30.679835,1
-83.847541,30.679835,1
-83.80434,30.85436,1
-83.80434,30.85436,1
-83.74578,30.76766,1
-83.74578,30.76766,1
-83.82811,30.67033,1
-83.82811,30.67033,1
-83.82811,30.67033,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.78435,30.78799,1
-83.76606,30.80762,1
-83.76606,30.80762,1
-83.78323,30.90879,1
-83.78323,30.90879,1
-83.717251,30.790681,1
-83.717251,30.790681,1
-83.717251,30.790681,1
-83.79817,30.82362,1
-83.79817,30.82362,1
-83.83543,30.76795,1
-83.83543,30.76795,1
-83.83543,30.76795,1
-83.83543,30.76795,1
-83.80072,30.87322,1
-83.80072,30.87322,1
-83.765577,30.833565,1
-83.765577,30.833565,1
-83.78158,30.80929,1
-83.78158,30.80929,1
-83.85115,30.85441,1
-83.85115,30.85441,1
-83.80865,30.8545,1
-83.80865,30.8545,1
-83.83548,30.75918,1
-83.83548,30.75918,1
-83.84803,30.85427,1
-83.84803,30.85427,1
-83.84426,30.84904,1
-83.84426,30.84904,1
-83.84426,30.84904,1
-83.74349,30.85167,1
-83.74349,30.85167,1
-83.74349,30.85167,1
-83.81661,30.67958,1
-83.81661,30.67958,1
-83.77452,30.76571,1
-83.77452,30.76571,1
-83.84117,30.75464,1
-83.84117,30.75464,1
-83.84416,30.84755,1
-83.84416,30.84755,1
-83.734433,30.89057,1
-83.734433,30.89057,1
-83.747281,30.869526,1
-83.747281,30.869526,1
-83.763365,30.835992,1
-83.763365,30.835992,1
-83.79817,30.798,1
-83.79817,30.798,1
-83.74525,30.8378,1
-83.74525,30.8378,1
-83.74525,30.8378,1
-83.862916,30.705437,1
